Date Time Latitude Longitude Elevation TimeDelta DistanceDelta Speed Slope ElevationDelta Bearing
2016-07-13 17:09:19 40.3879877832 -4.24974745139 720.8 1.0 3.59218517339 12.7169637234 2.54107824219 0.2 293.227188684
2016-07-13 17:09:20 40.387999434 -4.2497849185 721.0 1.0 3.42751749245 12.8121616766 2.30750238519 0.2 292.208299434
2016-07-13 17:09:21 40.3880095761 -4.24982196651 721.2 1.0 3.3342654497 12.9094954235 2.28725124738 0.2 289.769117214
2016-07-13 17:09:22 40.3880169522 -4.24985951744 721.2 1.0 3.28440470005 13.0180633108 1.99009831276 0.0 284.460965987
2016-07-13 17:09:23 40.3880237415 -4.24989740364 721.2 1.0 3.29635750159 13.1512091371 1.82048913411 0.0 283.239546744
2016-07-13 17:09:24 40.3880281001 -4.2499390617 721.4 1.0 3.56133004158 13.3023267695 1.53485574705 0.2 277.821531936
2016-07-13 17:09:25 40.3880308662 -4.24998180941 721.4 1.0 3.63352578199 13.4486535376 1.2858254992 0.0 274.855759598
2016-07-13 17:09:26 40.3880358953 -4.25002564676 721.4 1.0 3.75464972794 13.5828089305 1.26836016709 0.0 278.565479167
2016-07-13 17:09:27 40.3880407568 -4.25007099286 721.6 1.0 3.87841067517 13.7109920246 1.16165229182 0.2 278.012010921
2016-07-13 17:09:28 40.3880440257 -4.25011709332 721.8 1.0 3.92132711705 13.8338569964 0.995628807561 0.2 275.318717359
2016-07-13 17:09:29 40.3880461212 -4.25016478635 722.0 1.0 4.046039284 13.9453688587 0.951007751203 0.2 273.301433376
2016-07-13 17:09:30 40.3880453669 -4.25021289848 722.0 1.0 4.07568263401 14.0460757607 0.798152577817 0.0 268.82071895
2016-07-13 17:09:31 40.388045283 -4.25026126206 722.0 1.0 4.09612693994 14.1630401911 0.77935226483 0.0 269.869645814
2016-07-13 17:09:32 40.3880461212 -4.25031021237 722.0 1.0 4.14685674923 14.2606140319 0.567785665125 0.0 271.28787327
2016-07-13 17:09:33 40.3880516533 -4.25035983324 722.0 1.0 4.24738127198 14.3492965585 0.469808706067 0.0 278.327292124
2016-07-13 17:09:34 40.3880558442 -4.25041045994 722.0 1.0 4.31303811954 14.4338704947 0.355902826914 0.0 276.202785334
2016-07-13 17:09:35 40.388063807 -4.25045765005 721.8 1.0 4.09363202973 14.5256788903 0.3221766768 -0.2 282.491409677
2016-07-13 17:09:36 40.3880768828 -4.25050115213 721.8 1.0 3.96088454333 14.6382666222 0.181660259195 0.0 291.535623514
2016-07-13 17:09:37 40.3880983405 -4.25053945743 722.0 1.0 4.02715608749 14.7507364284 0.0608307115446 0.2 306.332762771
2016-07-13 17:09:38 40.3881231509 -4.25057382323 722.2 1.0 4.01029128999 14.8418841154 -0.036411478713 0.2 313.466378466
2016-07-13 17:09:39 40.3881482966 -4.25060475245 722.2 1.0 3.83144086944 14.9250578692 -0.0207710693095 0.0 316.867229105
2016-07-13 17:09:40 40.3881731909 -4.25063735805 722.2 1.0 3.91003201213 15.0026155808 -0.240381018855 0.0 315.068529808
2016-07-13 17:09:41 40.3881951515 -4.25067390315 722.0 1.0 3.94244510102 15.0785745637 -0.113124491024 -0.2 308.271516679
2016-07-13 17:09:42 40.3882132564 -4.2507150583 721.6 1.0 4.02520108152 15.136518256 -0.124272784374 -0.4 300.009443177
2016-07-13 17:09:43 40.388231026 -4.25075923093 721.6 1.0 4.23088766601 15.225039857 -0.157005676524 0.0 297.840801888
2016-07-13 17:09:44 40.3882508073 -4.25080281682 721.4 1.0 4.29709785869 15.3313151969 -0.116009002793 -0.2 300.788853087
2016-07-13 17:09:45 40.3882785514 -4.25083877519 721.4 1.0 4.3349794924 15.4197340685 0.063939047168 0.0 315.36961589
2016-07-13 17:09:46 40.3883140069 -4.2508599814 721.4 1.0 4.33229616876 15.4979163614 0.146170821832 0.0 335.507804934
2016-07-13 17:09:47 40.3883522283 -4.2508705426 721.4 1.0 4.34314028036 15.5677195143 0.188468758987 0.0 348.114900351
2016-07-13 17:09:48 40.3883917071 -4.2508744821 721.4 1.0 4.40249961184 15.630537325 0.356589650167 0.0 355.653576749
2016-07-13 17:09:49 40.3884317726 -4.25087590702 721.4 1.0 4.45671427675 15.681784363 0.433082057716 0.0 358.448314047
2016-07-13 17:09:50 40.3884721734 -4.25087766722 721.6 1.0 4.49483389678 15.7264823382 0.563669303432 0.2 358.099352184
2016-07-13 17:09:51 40.388512155 -4.25087858923 721.6 1.0 4.44644551226 15.7566939017 0.748043721376 0.0 358.99372165
